Id,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Label
1430,0.22028+0.63879i,0.096967-0.0077282i,-0.89582+0.30849i,0.027879+0.20387i,-0.71058-0.28337i,0.50291-1.4971i,-0.44654+1.329i,1.0537-0.20097i,-1.0337-0.70144i,0.5898-0.29748i,-0.094832-0.28299i,0.73867+1.1629i,-0.20987-0.5759i,0.75622+0.21971i,-0.46897+1.046i,-0.76907-0.26741i,0.55322+0.21604i,-0.4572+0.37116i,-0.5236-0.12907i,0.019384-0.92493i,1.1062-0.20253i,-0.045532+0.34745i,-0.14209-0.39448i,-0.098143-0.497i,0.13168+0.64163i,0.26923+0.42025i,-0.68515-0.12556i,1.2756-0.4373i,-0.33757+0.47927i,-0.0036892+0.53403i,-0.87905-0.99625i,1.0668-0.22544i,-0.94716+0.82459i,0.13881-0.38544i,-0.16367-0.71406i,0.24329+1.0415i,-0.40095-0.68125i,1.1356-0.35086i,-0.28034-0.12344i,-0.39841+0.69093i,0.54674-0.11513i,-0.92798-0.12306i,-0.18902-0.42077i,0.45308+0.26434i,-0.80727-0.067379i,1.564-0.28574i,-0.43301+0.165i,-0.98362-0.14832i,0.98761+0.98017i,0.16076-0.48238i,-0.36747+0.33971i,0.85423-0.33649i,-0.50684+0.76201i,-0.49796+0.073153i,0.87511-0.87827i,-1.0619-0.099121i,0.70007+1.4471i,-0.58724-1.4323i,0.040736-0.18999i,0.91663+0.20279i,0.33794+0.20255i,0.48284+0.036247i,-0.95105-0.13924i,0.11363+1.3291i,-0.80611-0.83727i,1.115+0.49948i,-1.0868+0.1881i,-0.43113-0.40716i,1.1004+0.013333i,-0.68507+0.41291i,-0.17992-1.3275i,-0.21602+1.2336i,-0.6098-0.50756i,0.34537-0.89467i,0.70099+0.84396i,0.71504-0.47016i,-0.58487+0.84676i,0.10932-0.087082i,-0.029552-0.99521i,0.047899+0.34981i,0.065206+0.22901i,0.040172+1.1661i,0.38363-0.50026i,-0.54458-0.83565i,-0.6965+0.98794i,1.4389-0.75193i,0.096946+0.20145i,-0.02663+0.76179i,-1.0817+0.22329i,1.2577-0.87827i,-0.30546+0.83589i,-0.92596+0.28144i,0.97035+0.035294i,-0.19628+0.56749i,-0.14379-1.1971i,0.3774+0.36272i,-0.81926-0.60699i,0.43151+1.5048i,0.20129+0.096725i,-0.67857-0.51368i,0.23547-0.20315i,3
1431,0.12385+0.70114i,-0.28693-1.2795i,-0.54344+0.66774i,-0.17811-0.059451i,0.41424-0.92625i,0.34262+1.2577i,-0.91102-0.44794i,0.68376+0.51669i,-0.9061-0.38137i,0.42776-0.91949i,0.088774-0.15201i,0.90295+0.4507i,-1.3051+0.2929i,0.42014-0.92086i,0.067088-0.15005i,-0.49119+0.68664i,1.3013-0.31043i,-0.69595-0.49115i,0.33325+1.2595i,-0.88135-0.46605i,1.2844-0.27545i,-1.268+0.28981i,0.40273-0.91182i,0.071691-0.19613i,-0.52414+0.65295i,0.66958+0.53544i,-0.31198-1.3156i,0.059747-0.14925i,0.31567+1.2866i,0.53647-0.71807i,0.16152+0.081282i,-0.66648-0.53673i,0.91158+0.432i,-1.2773+0.31284i,0.43139-0.91755i,0.30658+1.2458i,-0.27963-1.2799i,0.9497+0.41745i,0.2061+0.11549i,-0.70165-0.47483i,0.91045+0.42992i,-0.4092+0.93306i,-0.3074-1.29i,0.92372+0.4101i,-1.2577+0.33789i,1.2699-0.34688i,0.17895+0.05466i,-0.46241+0.92496i,-0.88854-0.44424i,0.68781+0.49031i,0.52692-0.70155i,-0.66915-0.54032i,0.95042+0.45513i,-0.47628+0.95159i,-0.041035+0.17096i,-0.91234-0.44543i,0.43074-0.92113i,0.92275+0.4113i,0.16573+0.065937i,-1.2587+0.29803i,0.70018+0.50888i,-0.071342+0.19187i,-0.91137-0.41785i,0.46281-0.87321i,-0.51556+0.65846i,1.26-0.30445i,0.14326+0.033231i,0.16118+0.061713i,0.19391+0.051254i,-0.67737-0.46782i,0.073757-0.14465i,0.037281-0.19029i,0.059099-0.17885i,0.076183-0.16991i,-0.53032+0.67016i,-0.20418-0.10095i,0.67828+0.53345i,-0.065839+0.1617i,-0.33001-1.2806i,-0.52891+0.67849i,1.2473-0.36398i,-0.67286-0.51914i,-0.58659+0.66368i,-0.17693-0.072927i,1.312-0.28599i,-0.45783+0.87621i,-0.92989-0.442i,1.2809-0.37535i,-1.2801+0.34677i,0.65497+0.53588i,-0.32893-1.2809i,-0.5799+0.65421i,-0.17305-0.08004i,-0.14251-0.064237i,0.43223-0.91087i,0.071175-0.14626i,-0.51429+0.68458i,0.40768-0.85873i,0.067532-0.17968i,-0.55289+0.68247i,0.57069-0.17071i,1
1432,-0.72293+0.12755i,0.68088+0.49479i,0.55939-0.63838i,0.18605+0.065979i,-1.2254+0.27919i,0.67642+0.56038i,-0.3427-1.3188i,0.050051-0.14715i,0.09511-0.18318i,-0.48354+0.6421i,-0.11264-0.026967i,1.2641-0.31389i,-0.64018-0.50551i,0.91653+0.46134i,0.1866+0.055437i,-0.66917-0.52291i,-0.54916+0.67885i,1.263-0.35435i,-1.2866+0.31732i,-0.20919-0.014825i,1.2443-0.31728i,-0.66548-0.5348i,0.93646+0.47945i,-0.45738+0.92155i,0.54955-0.67589i,0.17291+0.067449i,-1.2798+0.34166i,0.4328-0.93223i,0.075574-0.15879i,0.068467-0.11512i,-0.56867+0.65631i,0.4503-0.92251i,0.32981+1.2522i,-0.073411+0.17938i,0.53793-0.68766i,-1.2946+0.33349i,-0.16367-0.10973i,0.68452+0.52073i,-0.89837-0.38289i,0.68383+0.56032i,-0.07484+0.2067i,-0.31404-1.2905i,0.28651+1.2792i,-0.29212-1.2988i,0.29983+1.3252i,-0.10598+0.1237i,0.50777-0.68198i,0.17761+0.056102i,-1.2464+0.28265i,-0.1613-0.064945i,0.41611-0.88717i,-0.48261+0.67746i,0.45832-0.90368i,0.28953+1.2976i,-0.29262-1.2558i,0.066887-0.10674i,0.094831-0.19507i,0.32341+1.2702i,0.53771-0.67884i,-1.2566+0.32684i,0.43983-0.89003i,-0.52883+0.64936i,-0.16507-0.061639i,-0.18876-0.07777i,0.45656-0.88853i,0.93414+0.44581i,-1.288+0.30587i,0.47102-0.89648i,0.35991+1.3046i,-0.07139+0.18735i,-0.29886-1.2892i,-0.51691+0.67535i,0.40362-0.91874i,0.94724+0.41413i,-0.66982-0.5251i,0.073222-0.17649i,0.32013+1.2833i,-0.091136+0.13029i,0.52624-0.70722i,-0.65301-0.5118i,0.33449+1.2805i,-0.30364-1.3106i,-0.51587+0.64536i,-0.13765-0.090066i,-0.17883-0.086828i,-0.19673-0.084701i,0.42194-0.9059i,0.056464-0.1799i,0.86426+0.41694i,-0.4381+0.86807i,-0.046875+0.16364i,-0.28944-1.2995i,-0.54376+0.672i,0.67591+0.48066i,-0.29887-1.2764i,0.068411-0.17041i,0.90417+0.43213i,-0.69766-0.53013i,0.94131+0.43497i,-1.2711+0.31638i,0.56685-0.14799i,1
1433,-0.055103-0.31441i,-0.87592+0.41913i,1.0901-0.3382i,0.161+0.69052i,0.31881-0.19319i,-0.99033-0.6815i,1.3984+0.23696i,-0.42852+0.20466i,-1.1983+0.29099i,0.8431+0.089544i,-0.40733-0.20649i,-0.36148+0.3601i,-0.1743-0.021711i,0.85405+0.1701i,-0.62512-1.3866i,-0.050634+0.80253i,1.2025-0.24484i,-0.14211-0.20344i,-0.45259+0.12373i,1.0361+0.10812i,-1.0004+0.95798i,1.051-0.7191i,-1.2111-0.34096i,0.0022087-0.14603i,0.48183+0.76263i,-0.047087+0.049391i,-0.75439-0.48355i,0.90271+0.0064875i,0.18632+0.70808i,0.16718-0.82401i,-0.58949+1.1652i,1.0357-0.75944i,-0.52342+1.2545i,-0.036724-1.4512i,0.36157+1.1799i,-0.59226+0.31592i,1.0221-0.72294i,-1.7159+0.40135i,0.69504-0.56903i,0.043657-0.067945i,-0.61436+0.042637i,0.97939+0.65265i,-0.99556+0.011589i,0.37669-0.75264i,-0.25991+0.34912i,0.82786-0.56654i,-0.64207+1.1465i,0.10467-0.24091i,0.8505-0.43467i,-0.55685-0.42233i,0.13857-0.099458i,0.5996+0.78397i,-0.53984+0.22107i,-0.75853-0.44151i,0.44781-0.92945i,0.41849+1.6769i,0.080116-0.81052i,0.34399-0.36101i,-0.58-0.54488i,0.59165+0.66922i,-0.03292-0.59524i,-0.28286-0.37357i,-0.449+0.53062i,1.155-0.34022i,-0.21628+1.3481i,-0.21357-0.45756i,-0.52023-0.82814i,0.20202+1.0988i,0.2552+0.34072i,0.47042-0.51843i,-0.77959+0.60895i,-0.62416-0.80769i,-0.1049-0.15529i,0.25653+0.13095i,0.4704-0.78234i,-1.0373+0.76126i,0.82898+0.053469i,-0.28024+0.47787i,0.15662-0.2436i,-1.079-0.086767i,0.060979-0.47681i,0.38597+0.79113i,0.13442-0.24712i,-0.52012-0.83135i,1.0014-0.068788i,0.045859+1.0058i,0.18771-0.84359i,-0.35954+0.72724i,0.24579-0.29722i,0.31398-0.34985i,-0.1426+0.36935i,0.72457-0.098967i,-0.96015+0.96138i,0.058855-0.89408i,-0.86783+0.40186i,0.90497+0.72523i,-0.28911-1.0567i,0.32521-0.42774i,-0.11895+0.22305i,-0.35601-0.36835i,0.41602+0.40686i,2
1434,-0.56529+0.37744i,0.84224+0.12771i,0.1958-0.82334i,-1.079+0.24603i,0.16743-0.48371i,1.1023+0.58435i,0.099281+0.14827i,-0.52549+0.26488i,0.58933-0.093096i,-0.45199+0.86769i,-0.50326-0.035534i,0.29027-1.2996i,0.54775+0.1602i,0.2903+0.66968i,-0.73531-1.0264i,0.56402+0.71876i,0.13858+0.65081i,-0.62182+0.29052i,0.24294-1.2616i,-0.67384+1.0486i,0.56858+0.54811i,0.74092-0.93665i,-0.7831-0.060634i,0.49622+0.83063i,-0.74326-0.3473i,0.97205+0.075048i,-1.2518-0.29531i,0.6632+0.38887i,0.21555-0.28552i,0.36939-0.33455i,0.54339+0.25195i,-0.83519-0.11829i,0.057264-0.088502i,-0.61292+0.0045876i,0.43795-0.83103i,0.67907+1.355i,-0.1188-0.45536i,0.078853+0.042045i,-0.65579-0.48597i,-0.0077762-0.14786i,0.0089776-0.15903i,0.88537+0.97843i,-0.98712+0.037425i,1.4036-0.56369i,-1.1783-0.31867i,1.1229+0.64392i,-0.7461-1.071i,0.055791+1.4177i,-0.3632-1.2052i,0.721+0.39812i,0.33611-0.31634i,-0.22524-0.23535i,-0.065966+0.89828i,0.62839-0.039875i,0.10115+0.14941i,-0.0092287-0.56078i,-0.85251-0.18315i,-0.1462+0.86057i,1.0181-0.87221i,-0.079599+0.3762i,-0.2038+0.40344i,0.36864+0.39108i,0.0089392+0.18624i,-0.74609-0.35028i,0.41296+0.87897i,-0.20138-0.43741i,-0.6945+0.17636i,0.454-0.090869i,-0.048389+0.071644i,-0.27021-1.1821i,0.17222+0.43876i,-0.37258-0.34535i,1.0262-0.041708i,-0.84472-0.13579i,0.751+0.36099i,-0.95976-0.10787i,0.34649+0.78836i,1.0271-0.76724i,-0.48212+0.19333i,-0.1854+0.39317i,0.32825+0.34058i,0.55072-0.59769i,-1.7201+0.38875i,0.9181+0.68468i,-0.4611-1.7166i,0.41001+1.6969i,0.43929-0.57282i,-0.16107+0.51581i,-0.20335-1.1523i,-0.69462+1.0155i,0.90015+0.14321i,-0.99262+0.020473i,-0.16299+0.021103i,0.86005+0.14232i,-0.74473-0.36665i,0.6672+0.50745i,-0.75-0.32437i,0.83687-0.51233i,0.56823+0.24722i,-0.1897-0.11722i,-0.40293+0.40473i,2
1435,0.12239+0.71618i,-0.086676+0.17369i,-0.91685-0.41416i,1.2866-0.30281i,-1.2813+0.34999i,-0.15132-0.080803i,-0.16482-0.073514i,1.3155-0.28092i,-1.3139+0.33447i,-0.19984-0.077002i,0.4017-0.88077i,-0.51359+0.70301i,0.47545-0.92035i,0.89838+0.45271i,0.18057+0.088642i,-0.40913+0.90853i,-0.02159+0.14266i,0.50715-0.64911i,-0.67891-0.50061i,0.33793+1.2442i,-0.30131-1.2494i,0.11852-0.14943i,0.069211-0.15594i,-0.55049+0.67608i,1.2543-0.31969i,0.15065+0.094915i,0.12132+0.060571i,-0.71942-0.5028i,0.93114+0.39085i,-0.65828-0.53749i,0.071559-0.17455i,0.32874+1.2641i,-0.95115-0.43101i,0.65677+0.53558i,-0.31118-1.2524i,-0.51804+0.66641i,1.277-0.33566i,-0.6577-0.49671i,0.3206+1.2473i,-0.90006-0.45771i,1.2952-0.35459i,0.1504+0.083531i,0.19618+0.082393i,-0.44362+0.92257i,-0.31604-1.2504i,0.073329-0.13845i,0.911+0.43572i,-0.65442-0.52159i,0.086758-0.12673i,0.32723+1.2445i,-0.10575+0.18388i,-0.92612-0.45973i,1.2783-0.31265i,-1.2564+0.26096i,-0.16122-0.08313i,0.68573+0.53385i,-0.29208-1.3094i,0.32312+1.2915i,0.50261-0.65854i,-0.69333-0.51887i,-0.50435+0.70218i,0.46042-0.89596i,-0.52686+0.69287i,0.71416+0.49173i,-0.26701-1.2604i,0.058739-0.13707i,0.32817+1.2798i,-0.31721-1.2547i,0.07731-0.11357i,0.35071+1.2569i,-0.93771-0.41875i,1.2446-0.3588i,-1.2768+0.3429i,0.73218+0.57606i,-0.92009-0.46995i,-0.18425-0.053583i,0.67768+0.54313i,-0.91782-0.43271i,1.2877-0.28925i,-0.41176+0.92259i,-0.31809-1.2959i,0.041601-0.17165i,0.2634+1.2919i,-0.33196-1.2586i,0.87003+0.44518i,-0.67778-0.52409i,0.078785-0.14428i,0.3076+1.2986i,0.53582-0.69916i,0.18553+0.099788i,-1.2644+0.30857i,0.41802-0.89376i,-0.48805+0.65882i,0.67076+0.47946i,-0.93654-0.467i,-0.13496-0.10045i,0.4173-0.92724i,0.08494-0.15842i,0.083594-0.19028i,0.90283+0.44276i,-0.559+0.20291i,1
1436,-0.12605-0.98351i,0.97603+0.9824i,0.1333+0.16766i,-1.1724+0.37679i,0.27354-1.3715i,0.085147-0.19182i,-0.41085+0.50083i,0.90696+0.044405i,-0.69432-0.49719i,1.0052-0.033647i,0.024032+1.0043i,-0.85934-0.98266i,0.62956-0.3107i,0.050712+1.5327i,-0.20071-0.44216i,0.087226+0.71583i,0.41501-0.55966i,-0.14995+0.5437i,-0.70477-0.36773i,0.10258-1.0234i,-0.068091+0.78338i,0.56297-0.14033i,-0.70453-0.49621i,-0.25569+0.19166i,0.25308+0.11768i,0.20643-0.41322i,0.40932+0.21812i,0.17157+0.66855i,0.50996-0.56191i,-0.29087+0.78389i,-0.42444-0.10437i,-0.79225-0.44662i,0.66153+0.40217i,0.24701-0.28707i,0.42056+0.25961i,-0.91559-0.010138i,0.68658+0.51761i,-0.61113-1.3942i,0.32165+1.0445i,-1.0973-0.080422i,0.20128+0.19139i,1.3583-0.57796i,-0.19739-0.17495i,-0.73944+0.50734i,1.1897-0.26809i,-1.4715+0.092135i,0.65464+0.36022i,-0.45747-0.19841i,0.49113-0.80818i,-0.023504+0.90034i,0.87161-0.41807i,-1.7346+0.36864i,1.4285-0.045085i,0.38812-0.23225i,-0.015518+0.46653i,0.41166-0.25076i,-0.034191+0.45025i,-0.62494-0.40074i,-0.20737+0.30281i,0.039899+0.60543i,-0.89664-0.42918i,-0.21888-0.099298i,0.14265+0.13525i,-0.28056-0.61366i,1.184-0.38382i,-0.36647+0.73717i,-0.48067-0.84583i,0.85287+0.99613i,0.5324-0.56924i,-0.69777+0.53694i,-0.74433-0.45336i,0.43476-0.90808i,-0.046873+0.84361i,0.18731-0.42298i,-0.52637+0.66979i,0.55817+0.56281i,-0.45464-0.064801i,-0.85969-0.42769i,1.1787+0.30415i,-0.24893+0.54031i,-0.96332-0.93702i,-0.39579+0.25539i,0.33235-0.84497i,0.098844+0.50001i,0.87758-0.53137i,-0.66596+1.0985i,-0.072745-1.5636i,0.20524+0.4061i,-0.45299+0.66961i,0.85639+0.17868i,-0.095068-0.48626i,-0.075102+1.0279i,-0.24879-0.41114i,-0.68231+0.20998i,0.55201+0.55078i,-0.33283-1.0662i,-0.36832-0.33993i,0.57839+1.3664i,0.067144-0.78747i,-0.67826-0.50544i,0.4577+0.43779i,2
1437,0.25257-0.46696i,0.14044+1.0662i,0.48334-0.5429i,0.0385+0.25438i,-0.5657-0.14181i,-0.12313-0.20182i,0.39644+0.46786i,0.17316-0.57644i,-0.21696+0.8417i,-1.0644-0.04864i,0.95209-0.59006i,0.54041-0.24325i,-0.73561+1.2914i,-0.62241-0.74532i,1.6614-0.23411i,-1.5379-0.070754i,-0.51312+0.38107i,0.33968-0.51734i,0.78156+1.0091i,-1.1068-0.22902i,1.084-0.22045i,-0.99304-0.32398i,-0.10573-0.40767i,0.65476+1.1614i,0.14303-1.3171i,-0.61377+0.99228i,-0.25057-0.92977i,1.0205+0.27617i,-0.056501+1.0802i,-0.19524+0.43694i,-0.75252-1.6005i,0.48897+1.5061i,0.0025162-0.027704i,-1.0306-0.78247i,0.37375+0.2668i,1.0609-0.083865i,0.037524+0.30593i,-0.9372-0.26341i,-0.22647+0.092434i,-0.081284-0.82783i,0.10332+1.2334i,-0.70174-0.29852i,0.2339-0.30111i,0.23083-0.90218i,0.18856+0.39276i,1.0369+0.11252i,0.1148-0.2214i,-0.14014-0.19126i,-1.4247+0.73107i,1.1876+0.60895i,-1.2233-0.86872i,0.73584+0.17885i,0.1262-0.93673i,-0.82396+0.514i,1.4635-0.42987i,-1.1544+0.44108i,0.57903-0.73052i,-0.23939+0.71546i,1.3196-0.36083i,-0.84423+1.2667i,0.45957-0.2239i,-0.52087+0.60345i,0.040489-0.7827i,-0.51934-0.36595i,1.0322+0.35278i,-0.8522+0.26032i,1.2273-0.21407i,-0.87682+0.45957i,-0.86871+0.074625i,0.57659-0.027574i,-0.20627+0.23548i,0.73764+0.13231i,-0.50282-1.0242i,-0.27937+1.2006i,0.028452-0.24428i,-0.051329-0.73771i,-0.17799+0.27226i,-0.45591+0.47639i,0.44456-0.144i,-0.24348-0.037417i,0.45982+0.39011i,0.064443-0.33597i,0.0061752-0.54011i,0.40413+0.65792i,-0.53888-0.56816i,0.43729+0.45813i,-0.4278-0.81692i,0.056199-0.50292i,0.83594+0.27024i,-0.17449-0.29381i,-1.1223+0.84219i,0.49897+0.43315i,-0.50365-0.95535i,0.59247+0.81957i,0.31828-1.2492i,-0.24223+1.2934i,-0.22848-0.8465i,-0.7257+0.22993i,0.43887-0.20297i,0.61712+0.13963i,-0.33318-0.050479i,3
1438,-0.74275+0.086118i,-0.19183-0.074486i,0.455-0.94792i,0.90244+0.41681i,0.1737+0.082933i,-0.67129-0.56153i,0.33415+1.2696i,-0.060731+0.11471i,-0.30314-1.3i,0.32195+1.257i,-0.88846-0.47019i,-0.14293-0.07227i,0.46235-0.8838i,0.069128-0.14932i,0.2882+1.2786i,-0.082961+0.17955i,-0.31504-1.282i,-0.5305+0.67048i,-0.16984-0.085059i,1.2675-0.31433i,-1.2958+0.31214i,-0.15833-0.088357i,0.43342-0.89345i,-0.52847+0.69436i,1.2602-0.26913i,-0.69658-0.52073i,0.053736-0.15374i,0.076543-0.15103i,0.89329+0.42774i,-0.69027-0.51988i,0.89388+0.44471i,-0.40752+0.90517i,-0.873-0.44443i,0.40652-0.89902i,0.085466-0.2149i,0.10245-0.16116i,0.34085+1.2747i,-0.28901-1.2374i,0.33293+1.2823i,0.54086-0.72i,-1.2693+0.34603i,0.44743-0.90642i,-0.47924+0.6623i,1.3091-0.32503i,-0.49887+0.895i,-0.90664-0.3742i,-0.18674-0.10204i,-0.16288-0.10776i,-0.16873-0.037648i,-0.16261-0.091858i,1.2457-0.29701i,-0.6413-0.5369i,0.057364-0.166i,0.29218+1.2713i,-0.89951-0.45146i,0.66569+0.54592i,-0.0797+0.15899i,-0.92725-0.40314i,-0.17548-0.046885i,1.2675-0.31183i,-0.70742-0.49892i,-0.52913+0.67096i,0.68005+0.54178i,0.55972-0.67903i,0.15332+0.082199i,-0.68751-0.53556i,0.89738+0.45207i,-1.2945+0.32498i,-0.15435-0.090025i,-0.15351-0.075358i,-0.16963-0.036555i,1.2952-0.29401i,-0.68197-0.49003i,-0.52355+0.68107i,0.72477+0.47794i,-0.065469+0.12898i,-0.31489-1.2859i,-0.54773+0.67806i,1.3161-0.31913i,-1.2726+0.29549i,0.65757+0.57138i,-0.91606-0.41168i,0.38801-0.87982i,0.33271+1.2932i,-0.25851-1.2864i,-0.0068102-0.15932i,0.096324-0.20029i,-0.52346+0.6966i,1.2644-0.29709i,-0.66707-0.53955i,0.06188-0.14084i,0.078316-0.14721i,0.074205-0.11688i,-0.52894+0.68365i,1.2879-0.33137i,-0.72568-0.5388i,0.90197+0.46891i,-1.2871+0.34468i,-0.16528-0.065765i,0.45316-0.93479i,0.19177+0.56048i,1
1439,-0.56911-0.52953i,0.39664+0.68798i,-0.13877+0.55421i,1.1188-0.87295i,-1.4085-0.20463i,0.59677+0.83844i,-0.71326+0.23495i,1.5143-0.70257i,-0.41599+1.0065i,-0.4268+0.4623i,0.03256-0.77691i,0.6953+0.24736i,-0.61182+0.41969i,-0.043326+0.11181i,-0.75178-0.38994i,0.23735+0.19251i,-0.0058607-0.8258i,0.028982-0.16175i,0.31061+0.59544i,-0.5837-0.35148i,-0.2317-0.25528i,1.1071+0.16539i,0.18222+0.36397i,0.08949-0.66435i,-1.1379+0.68808i,0.82932+0.084479i,-0.2354+0.42342i,0.045045-0.88087i,0.31044-0.4065i,-0.34422-0.19084i,0.572+0.71962i,0.71543-0.063079i,-0.49162-0.045696i,0.13538-0.4825i,0.0061475+0.10352i,-0.74183+0.37977i,0.32806-1.1505i,0.50531+1.9649i,0.082416-0.46147i,-0.71737+0.43371i,1.1264-0.9582i,0.13955+0.58313i,-1.0573+0.68091i,-0.26424-1.3736i,0.50159-0.1144i,0.7661+0.84235i,-1.0367+0.22012i,0.41851-0.38159i,-0.23522-0.7414i,0.38655-0.23044i,-1.1184+0.8911i,1.2467-0.69492i,-0.35748+0.70314i,0.30682+0.29503i,0.25406-1.0405i,0.1907+1.0851i,0.5555-0.59468i,-0.56079+0.080326i,-0.77037+0.43052i,0.34104+0.37907i,-0.35812-0.63932i,0.81406+0.24872i,-0.54445+0.5442i,-0.20846-0.50816i,0.59799-0.060865i,-0.17004+0.40854i,-0.88778-0.21531i,0.31132-0.34666i,0.014853-0.89351i,-0.17284+1.2138i,-0.0002816-0.15137i,0.0073112-0.5039i,0.22129+1.1813i,-0.7001-1.3354i,0.57421+0.85819i,-0.73925-0.10215i,1.3775-0.62189i,0.27405+0.11761i,-1.5833+0.67379i,0.91138-0.074832i,-1.2123-0.19917i,0.40062+0.25702i,0.59323+0.58131i,-0.12511-0.055723i,-0.20683+0.010657i,-0.29825-0.36644i,0.22225-0.37184i,-0.54386+0.85331i,0.42828-0.091392i,0.11462+0.21306i,-0.7186-0.041575i,0.18915-0.0073261i,-0.14099+0.54963i,-0.72625-1.0708i,1.3636+0.058788i,-0.4358-0.641i,-0.93178+0.98847i,0.93244-0.88797i,0.88738+0.42889i,-1.0865+0.012849i,0.27158+0.025783i,3
1440,-0.69751+0.12116i,0.39084-0.92415i,0.065993-0.18011i,0.064322-0.17586i,0.9038+0.45131i,-1.3313+0.2946i,0.68747+0.56856i,-0.91461-0.42926i,0.42048-0.93629i,0.068237-0.18861i,-0.53455+0.65487i,0.67064+0.4997i,-0.8974-0.4409i,1.2709-0.32258i,-0.42958+0.9073i,-0.049022+0.11733i,-0.33112-1.2758i,-0.53911+0.71297i,0.45305-0.89008i,0.29542+1.2797i,-0.013208+0.13584i,-0.93963-0.44824i,1.2418-0.36034i,-0.68956-0.50897i,0.95309+0.42919i,-1.3291+0.33643i,0.65559+0.5155i,-0.063987+0.1337i,0.5347-0.68943i,-0.43313+0.9412i,-0.32705-1.2778i,-0.5524+0.68075i,0.4409-0.94863i,-0.50913+0.67797i,1.3032-0.3374i,-1.2987+0.31743i,0.68407+0.55736i,-0.31969-1.2756i,0.88696+0.43504i,0.13682+0.052275i,0.16285+0.057924i,-0.69358-0.55127i,0.086751-0.17733i,0.90601+0.42785i,-0.65537-0.51295i,0.90413+0.41028i,-0.65829-0.48665i,0.12195-0.13504i,0.041118-0.17692i,0.35344+1.2693i,0.52766-0.67269i,-1.3144+0.25798i,0.68112+0.52203i,-0.91008-0.41264i,0.44916-0.89175i,0.30824+1.299i,-0.31398-1.3253i,0.90096+0.4525i,0.16966+0.062979i,-1.306+0.33811i,1.2794-0.32225i,-1.3264+0.32859i,-0.16836-0.061062i,0.75675+0.51679i,-0.087052+0.1903i,-0.29543-1.2839i,-0.54063+0.69151i,0.70045+0.51678i,-0.27114-1.2608i,0.065678-0.16168i,0.31669+1.2565i,-0.10113+0.16704i,0.52494-0.68137i,-0.44821+0.96542i,-0.31169-1.2691i,-0.52249+0.65814i,0.48408-0.91192i,-0.57444+0.67107i,0.70901+0.51436i,-0.91878-0.45317i,0.70514+0.50222i,-0.2957-1.2642i,0.27916+1.2653i,-0.32313-1.2364i,0.92341+0.44824i,-0.66267-0.52467i,0.32367+1.2513i,-0.90732-0.41819i,-0.14739-0.079787i,-0.14225-0.061577i,0.46491-0.94581i,0.087058-0.12232i,0.91635+0.41887i,-1.2697+0.30031i,0.67554+0.50519i,-0.026802+0.1913i,-0.2989-1.2711i,-0.50361+0.678i,0.68966+0.53192i,0.53683-0.67759i,-0.56+0.18489i,1
